artist,firstName,gender,itemSession,lastName,length,level,location,sessionId,song,userId
Spinetta Jade,Tegan,F,38,Levine,270.31465,paid,"Portland-South Portland, ME",574,80
Planet X,Tegan,F,39,Levine,299.38893,paid,"Portland-South Portland, ME",574,80
OneRepublic,Tegan,F,40,Levine,224.67873,paid,"Portland-South Portland, ME",574,80
Justin Timberlake,Tegan,F,41,Levine,355.99628,paid,"Portland-South Portland, ME",574,80
The Specials,Tegan,F,42,Levine,174.10567,paid,"Portland-South Portland, ME",574,80
Pearl Jam,Tegan,F,43,Levine,268.7473,paid,"Portland-South Portland, ME",574,80
Big & Rich,Tegan,F,44,Levine,212.74077,paid,"Portland-South Portland, ME",574,80
Survivor,Tegan,F,45,Levine,245.36771,paid,"Portland-South Portland, ME",574,80
Sam Sparro,Tegan,F,46,Levine,247.17016,paid,"Portland-South Portland, ME",574,80
Breaking Benjamin,Tegan,F,47,Levine,216.31955,paid,"Portland-South Portland, ME",574,80
Toro Y Moi,Tegan,F,48,Levine,224.33914,paid,"Portland-South Portland, ME",574,80
3OH!3,Tegan,F,49,Levine,196.28363,paid,"Portland-South Portland, ME",574,80
Polly Paulusma,Tegan,F,50,Levine,222.9024,paid,"Portland-South Portland, ME",574,80
China Crisis,Tegan,F,51,Levine,219.32363,paid,"Portland-South Portland, ME",574,80
Me'Shell Ndegeocello,Tegan,F,52,Levine,334.86322,paid,"Portland-South Portland, ME",574,80
Laurent Voulzy,Tegan,F,53,Levine,240.92689,paid,"Portland-South Portland, ME",574,80
JoÃÂ£o Gilberto,Tegan,F,54,Levine,258.37669,paid,"Portland-South Portland, ME",574,80
Keith Sweat,Jayden,M,0,Fox,312.99873,free,"New Orleans-Metairie, LA",419,101
Phoenix,Jayden,M,0,Fox,195.91791,free,"New Orleans-Metairie, LA",603,101
MC 900 Ft. Jesus,Jayden,M,1,Fox,331.31057,free,"New Orleans-Metairie, LA",603,101
Gwen Stefani,Jayden,M,2,Fox,216.76363,free,"New Orleans-Metairie, LA",603,101
VHS Or Beta,Jayden,M,3,Fox,216.94649,free,"New Orleans-Metairie, LA",603,101
BjÃÂ¶rk,Jayden,M,4,Fox,348.57751,free,"New Orleans-Metairie, LA",603,101
Lily Allen,Jayden,M,5,Fox,194.66404,free,"New Orleans-Metairie, LA",603,101
Radiohead,Jayden,M,6,Fox,231.91465,free,"New Orleans-Metairie, LA",603,101
Dwight Yoakam,Jayden,M,7,Fox,239.3073,free,"New Orleans-Metairie, LA",603,101
Grandmaster Flash & The Furious Five,Kate,F,2,Harrell,429.63546,paid,"Lansing-East Lansing, MI",584,97
MichÃÂ¨le Arnaud,Kate,F,3,Harrell,105.50812,paid,"Lansing-East Lansing, MI",584,97
Prodigy,Chloe,F,0,Cuevas,335.90812,paid,"San Francisco-Oakland-Hayward, CA",576,49
Danny Gokey,Chloe,F,1,Cuevas,187.08853,paid,"San Francisco-Oakland-Hayward, CA",576,49
Queen,Chloe,F,2,Cuevas,134.71302,paid,"San Francisco-Oakland-Hayward, CA",576,49
The Fratellis,Chloe,F,3,Cuevas,196.25751,paid,"San Francisco-Oakland-Hayward, CA",576,49
Linkin Park,Chloe,F,4,Cuevas,208.92689,paid,"San Francisco-Oakland-Hayward, CA",576,49
Silvio Rodriguez,Chloe,F,5,Cuevas,381.3873,paid,"San Francisco-Oakland-Hayward, CA",576,49
Avantasia,Chloe,F,6,Cuevas,582.73914,paid,"San Francisco-Oakland-Hayward, CA",576,49
Fleet Foxes,Chloe,F,7,Cuevas,147.04281,paid,"San Francisco-Oakland-Hayward, CA",576,49
Asking Alexandria,Chloe,F,8,Cuevas,278.83057,paid,"San Francisco-Oakland-Hayward, CA",576,49
Kanye West,Chloe,F,9,Cuevas,242.93832,paid,"San Francisco-Oakland-Hayward, CA",576,49
Jack Johnson,Chloe,F,10,Cuevas,264.82893,paid,"San Francisco-Oakland-Hayward, CA",576,49
Haddaway,Chloe,F,11,Cuevas,223.97342,paid,"San Francisco-Oakland-Hayward, CA",576,49
The Black Crowes,Chloe,F,12,Cuevas,279.7971,paid,"San Francisco-Oakland-Hayward, CA",576,49
Biz Markie,Chloe,F,13,Cuevas,314.14812,paid,"San Francisco-Oakland-Hayward, CA",576,49
Animal Collective,Chloe,F,14,Cuevas,359.02649,paid,"San Francisco-Oakland-Hayward, CA",576,49
Linkin Park,Chloe,F,15,Cuevas,189.28281,paid,"San Francisco-Oakland-Hayward, CA",576,49
Muse,Jordan,F,3,Hicks,259.26485,free,"Salinas, CA",814,37
Mobin Master Feat. Robin S.,Jayden,M,1,Fox,428.64281,free,"New Orleans-Metairie, LA",842,101
Duncan Dhu,Bronson,M,0,Harris,211.90485,free,"Eugene, OR",827,33
New Found Glory,Bronson,M,1,Harris,222.69342,free,"Eugene, OR",827,33
Reel Big Fish,Bronson,M,2,Harris,210.65098,free,"Eugene, OR",827,33
3 Doors Down,Ryann,F,0,Smith,227.7873,free,"Palestine, TX",905,92
Hird,Ryann,F,1,Smith,396.64281,free,"Palestine, TX",905,92
Vampire Weekend,Ryann,F,2,Smith,255.81669,free,"Palestine, TX",905,92
Scars On Broadway,Chloe,F,1,Cuevas,187.34975,paid,"San Francisco-Oakland-Hayward, CA",930,49
Death From Above 1979,Chloe,F,2,Cuevas,153.88689,paid,"San Francisco-Oakland-Hayward, CA",930,49
Nessbeal,Chloe,F,3,Cuevas,249.52118,paid,"San Francisco-Oakland-Hayward, CA",930,49
311,Chloe,F,4,Cuevas,204.14649,paid,"San Francisco-Oakland-Hayward, CA",930,49
Octopus Project,Bronson,M,1,Harris,350.40608,free,"Eugene, OR",937,33
Tech N9ne,Chloe,F,5,Cuevas,232.82893,paid,"San Francisco-Oakland-Hayward, CA",930,49
Classified,Bronson,M,2,Harris,272.90077,free,"Eugene, OR",937,33
Ratt,Chloe,F,6,Cuevas,205.97506,paid,"San Francisco-Oakland-Hayward, CA",930,49
Mya / Jadakiss,Chloe,F,7,Cuevas,253.28281,paid,"San Francisco-Oakland-Hayward, CA",930,49
Catupecu Machu,Bronson,M,3,Harris,191.79057,free,"Eugene, OR",937,33
R.E.M.,Chloe,F,8,Cuevas,252.73424,paid,"San Francisco-Oakland-Hayward, CA",930,49
Rufus Wainwright,Chloe,F,9,Cuevas,249.62567,paid,"San Francisco-Oakland-Hayward, CA",930,49
The Waterboys,Chloe,F,10,Cuevas,382.37995,paid,"San Francisco-Oakland-Hayward, CA",930,49
Diana Ross,Chloe,F,11,Cuevas,130.97751,paid,"San Francisco-Oakland-Hayward, CA",930,49
The Lonely Island / Jack Black,Chloe,F,12,Cuevas,126.74567,paid,"San Francisco-Oakland-Hayward, CA",930,49
Deadmau5 & Kaskade,Chloe,F,13,Cuevas,335.15057,paid,"San Francisco-Oakland-Hayward, CA",930,49
Chiodos,Chloe,F,14,Cuevas,226.16771,paid,"San Francisco-Oakland-Hayward, CA",930,49
Stray Cats,Aleena,F,0,Kirby,195.05587,paid,"Waterloo-Cedar Falls, IA",781,44
Phantom Planet,Aleena,F,2,Kirby,199.6273,paid,"Waterloo-Cedar Falls, IA",781,44
Alejandro Sanz,Aleena,F,4,Kirby,230.24281,paid,"Waterloo-Cedar Falls, IA",781,44
Macaco,Aleena,F,5,Kirby,204.90404,paid,"Waterloo-Cedar Falls, IA",781,44
Marcy Playground,Aleena,F,6,Kirby,150.83057,paid,"Waterloo-Cedar Falls, IA",781,44
Catupecu Machu,Aleena,F,7,Kirby,251.45424,paid,"Waterloo-Cedar Falls, IA",781,44
Vector Lovers,Aleena,F,8,Kirby,260.70159,paid,"Waterloo-Cedar Falls, IA",781,44
Blondie,Aleena,F,9,Kirby,273.05751,paid,"Waterloo-Cedar Falls, IA",781,44
Red Hot Chili Peppers,Aleena,F,10,Kirby,365.53098,paid,"Waterloo-Cedar Falls, IA",781,44
KT Tunstall,Aleena,F,11,Kirby,197.56363,paid,"Waterloo-Cedar Falls, IA",781,44
The Depreciation Guild,Aleena,F,13,Kirby,308.08771,paid,"Waterloo-Cedar Falls, IA",781,44
Devendra Banhart,Aleena,F,14,Kirby,286.30159,paid,"Waterloo-Cedar Falls, IA",781,44
Eddie Santiago,Kate,F,0,Harrell,263.20934,paid,"Lansing-East Lansing, MI",837,97
Bloc Party,Aleena,F,15,Kirby,222.04036,paid,"Waterloo-Cedar Falls, IA",781,44
Sanctus Real,Kate,F,1,Harrell,209.89342,paid,"Lansing-East Lansing, MI",837,97
Soltero,Aleena,F,16,Kirby,182.12526,paid,"Waterloo-Cedar Falls, IA",781,44
Graham Coxon,Kate,F,2,Harrell,260.20526,paid,"Lansing-East Lansing, MI",837,97
De-Phazz,Aleena,F,17,Kirby,205.42649,paid,"Waterloo-Cedar Falls, IA",781,44
PAULA COLE,Kate,F,3,Harrell,266.65751,paid,"Lansing-East Lansing, MI",837,97
Blind Pilot,Aleena,F,18,Kirby,265.7171,paid,"Waterloo-Cedar Falls, IA",781,44
Florence + The Machine,Kate,F,4,Harrell,219.66322,paid,"Lansing-East Lansing, MI",837,97
El Cuarteto De Nos,Aleena,F,19,Kirby,255.97342,paid,"Waterloo-Cedar Falls, IA",781,44
Clarika,Kate,F,5,Harrell,201.84771,paid,"Lansing-East Lansing, MI",837,97
Mos Def,Aleena,F,20,Kirby,142.99383,paid,"Waterloo-Cedar Falls, IA",781,44
Kings Of Leon,Kate,F,6,Harrell,201.79546,paid,"Lansing-East Lansing, MI",837,97
Love Is All,Aleena,F,21,Kirby,374.72608,paid,"Waterloo-Cedar Falls, IA",781,44
Two Door Cinema Club,Kate,F,7,Harrell,207.43791,paid,"Lansing-East Lansing, MI",837,97
Bring Me The Horizon,Aleena,F,22,Kirby,115.77424,paid,"Waterloo-Cedar Falls, IA",781,44
T.I.,Aleena,F,23,Kirby,185.10322,paid,"Waterloo-Cedar Falls, IA",781,44
Des'ree,Ryan,M,0,Smith,196.51873,free,"San Jose-Sunnyvale-Santa Clara, CA",919,26
The Beach Boys,Celeste,F,0,Williams,140.19873,free,"Klamath Falls, OR",883,53
Steppenwolf,Celeste,F,1,Williams,270.28853,free,"Klamath Falls, OR",883,53
The Carter Family,Cecilia,F,1,Owens,171.54567,free,"Atlanta-Sandy Springs-Roswell, GA",870,6
ExposÃÂ©,Lily,F,2,Koch,230.922,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Bettye Lavette,Lily,F,3,Koch,225.82812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Phil Collins,Ayla,F,0,Johnson,241.03138,free,"Santa Rosa, CA",851,63
Guns N' Roses,Lily,F,4,Koch,406.17751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Floyd Cramer,Ayla,F,1,Johnson,202.68363,free,"Santa Rosa, CA",851,63
Queen,Lily,F,5,Koch,212.16608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
M83,Lily,F,6,Koch,175.46404,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
BjÃÂ¶rk,Lily,F,7,Koch,348.57751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
L.O.X.,Lily,F,8,Koch,253.25669,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Kings Of Leon,Lily,F,9,Koch,216.39791,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Sugar Ray,Lily,F,10,Koch,243.33016,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
N.E.R.D.,Lily,F,11,Koch,259.23873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Medeski_ Martin & Wood,Lily,F,12,Koch,218.40934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Chad & Jeremy,Lily,F,13,Koch,153.83465,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
The Sonics,Lily,F,14,Koch,183.09179,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Hot Chip,Lily,F,15,Koch,337.99791,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Evanescence,Lily,F,16,Koch,255.13751,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Hardrive,Lily,F,17,Koch,191.242,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
The Cinematic Orchestra,Lily,F,18,Koch,613.74649,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Coldplay,Lily,F,19,Koch,318.6673,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Daft Punk,Lily,F,20,Koch,319.42485,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Rise Against,Lily,F,21,Koch,242.25914,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Captain & Tennille,Lily,F,22,Koch,199.36608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Mondo Marcio,Lily,F,23,Koch,263.60118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",834,15
Jason Mraz,Mohammad,M,0,Rodriguez,255.50322,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Those Dancing Days,Kaleb,M,0,Cook,197.90322,free,"Yuba City, CA",822,54
Wiz Khalifa,Mohammad,M,1,Rodriguez,155.402,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Maya Nasri,Kaleb,M,1,Cook,245.75955,free,"Yuba City, CA",822,54
Mat Kearney,Mohammad,M,2,Rodriguez,217.5473,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Jukebox The Ghost,Mohammad,M,3,Rodriguez,224.36526,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Lower Class Brats,Mohammad,M,4,Rodriguez,142.23628,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Bon Jovi,Mohammad,M,5,Rodriguez,250.69669,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Faith No More,Mohammad,M,6,Rodriguez,291.42159,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Metallica,Mohammad,M,7,Rodriguez,389.98159,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Belphegor,Theodore,M,0,Smith,276.63628,free,"Houston-The Woodlands-Sugar Land, TX",904,52
Bond,Theodore,M,1,Smith,208.16934,free,"Houston-The Woodlands-Sugar Land, TX",904,52
Usher featuring will.i.am,Mohammad,M,8,Rodriguez,395.72853,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
The All-American Rejects,Mohammad,M,11,Rodriguez,256.31302,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Vangelis,Jacob,M,0,Klein,327.52281,paid,"Tampa-St. Petersburg-Clearwater, FL",913,73
David Archuleta,Mohammad,M,12,Rodriguez,205.26975,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Hercules And Love Affair,Mohammad,M,13,Rodriguez,471.74485,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
3 Doors Down,Mohammad,M,14,Rodriguez,237.13914,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Natalie Imbruglia,Mohammad,M,15,Rodriguez,216.39791,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Josh Turner,Mohammad,M,16,Rodriguez,207.93424,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Ryan Adams & The Cardinals,Mohammad,M,17,Rodriguez,275.22567,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Nicky Jam,Mohammad,M,18,Rodriguez,178.33751,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Flo Rida,Matthew,M,1,Jones,264.88118,paid,"Janesville-Beloit, WI",808,36
M83,Mohammad,M,19,Rodriguez,637.3873,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Quantic,Jayden,M,1,Fox,240.22159,free,"New Orleans-Metairie, LA",936,101
Horse Feathers,Matthew,M,2,Jones,175.15057,paid,"Janesville-Beloit, WI",808,36
Kelly Clarkson,Matthew,M,3,Jones,281.5473,paid,"Janesville-Beloit, WI",808,36
Dimmu Borgir,Mohammad,M,20,Rodriguez,216.65914,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Jeremih,Matthew,M,4,Jones,227.26485,paid,"Janesville-Beloit, WI",808,36
Paramore,Mohammad,M,21,Rodriguez,243.51302,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Animal Collective,Matthew,M,5,Jones,410.90567,paid,"Janesville-Beloit, WI",808,36
Depeche Mode,Mohammad,M,22,Rodriguez,174.39302,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Tego Calderon,Tucker,M,0,Garrison,151.74485,free,"Oxnard-Thousand Oaks-Ventura, CA",874,40
Skillet,Mohammad,M,23,Rodriguez,210.78159,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
The Vandals,Matthew,M,6,Jones,271.67302,paid,"Janesville-Beloit, WI",808,36
Stars,Mohammad,M,24,Rodriguez,406.85669,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Charlotte Sometimes,Matthew,M,7,Jones,173.68771,paid,"Janesville-Beloit, WI",808,36
Usher,Hayden,F,1,Brock,224.10404,paid,"Detroit-Warren-Dearborn, MI",381,72
Groove Armada,Hayden,F,2,Brock,357.61587,paid,"Detroit-Warren-Dearborn, MI",381,72
Keith Sweat Featuring Athena Cage,Mohammad,M,25,Rodriguez,263.96689,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Frightened Rabbit,Mohammad,M,26,Rodriguez,259.02975,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Gilgamesh,Hayden,F,3,Brock,44.30322,paid,"Detroit-Warren-Dearborn, MI",381,72
Owl City,Hayden,F,4,Brock,231.67955,paid,"Detroit-Warren-Dearborn, MI",381,72
Frumpies,Mohammad,M,27,Rodriguez,134.47791,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
TÃÂ©lÃÂ©phone,Hayden,F,5,Brock,363.67628,paid,"Detroit-Warren-Dearborn, MI",381,72
Foo Fighters,Mohammad,M,28,Rodriguez,200.61995,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
BjÃÂ¶rk,Mohammad,M,29,Rodriguez,348.57751,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
DecembeRadio,Lily,F,0,Burns,249.62567,free,"New York-Newark-Jersey City, NY-NJ-PA",886,32
Grizzly Bear,Hayden,F,6,Brock,199.78404,paid,"Detroit-Warren-Dearborn, MI",381,72
Incubus,Hayden,F,7,Brock,257.25342,paid,"Detroit-Warren-Dearborn, MI",381,72
The Maine,Lily,F,1,Burns,182.83057,free,"New York-Newark-Jersey City, NY-NJ-PA",886,32
Phoenix,Mohammad,M,30,Rodriguez,179.85261,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Ill NiÃÂ±o,Lily,F,2,Burns,172.9824,free,"New York-Newark-Jersey City, NY-NJ-PA",886,32
Rachael Yamagata,Mohammad,M,31,Rodriguez,242.75546,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Rammstein,Hayden,F,8,Brock,284.89098,paid,"Detroit-Warren-Dearborn, MI",381,72
Moderat,Mohammad,M,32,Rodriguez,341.55057,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
The Gabe Dixon Band,Hayden,F,9,Brock,174.62812,paid,"Detroit-Warren-Dearborn, MI",381,72
The Pussycat Dolls,Hayden,F,10,Brock,207.56853,paid,"Detroit-Warren-Dearborn, MI",381,72
Akala,Mohammad,M,33,Rodriguez,238.44526,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
George Baker Selection,Hayden,F,11,Brock,200.4371,paid,"Detroit-Warren-Dearborn, MI",381,72
Seru Giran,Mohammad,M,34,Rodriguez,230.81751,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
British Sea Power,Hayden,F,12,Brock,196.8322,paid,"Detroit-Warren-Dearborn, MI",381,72
Balkan Beat Box,Mohammad,M,36,Rodriguez,319.92118,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
The Premiers,Hayden,F,13,Brock,134.81751,paid,"Detroit-Warren-Dearborn, MI",381,72
Ivete Sangalo,Hayden,F,14,Brock,221.23057,paid,"Detroit-Warren-Dearborn, MI",381,72
Kanye West / GLC / Consequence,Mohammad,M,37,Rodriguez,324.20526,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Tommy Sands,Hayden,F,15,Brock,140.12036,paid,"Detroit-Warren-Dearborn, MI",381,72
Future Rock,Hayden,F,17,Brock,239.90812,paid,"Detroit-Warren-Dearborn, MI",381,72
Bersuit Vergarabat,Mohammad,M,38,Rodriguez,283.68934,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Kanye West,Hayden,F,18,Brock,311.92771,paid,"Detroit-Warren-Dearborn, MI",381,72
Pixies,Mohammad,M,39,Rodriguez,229.3024,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Fredrika Stahl,Hayden,F,19,Brock,183.09179,paid,"Detroit-Warren-Dearborn, MI",381,72
Vampire Weekend,Mohammad,M,40,Rodriguez,133.22404,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
BjÃÂ¶rk,Hayden,F,20,Brock,348.57751,paid,"Detroit-Warren-Dearborn, MI",381,72
White Rabbits,Mohammad,M,41,Rodriguez,214.22975,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
La Coka Nostra,Mohammad,M,42,Rodriguez,210.52036,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Fredericks_ Goldman_ Jones,Hayden,F,21,Brock,355.26485,paid,"Detroit-Warren-Dearborn, MI",381,72
Jack Johnson,Mohammad,M,43,Rodriguez,201.63873,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Josh Groban,Hayden,F,22,Brock,272.37832,paid,"Detroit-Warren-Dearborn, MI",381,72
System of a Down,Hayden,F,23,Brock,169.89995,paid,"Detroit-Warren-Dearborn, MI",381,72
Kanka Feat. Brother Culture,Hayden,F,24,Brock,293.40689,paid,"Detroit-Warren-Dearborn, MI",381,72
Linkin Park,Mohammad,M,45,Rodriguez,259.86567,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Sara Bareilles,Hayden,F,25,Brock,233.37751,paid,"Detroit-Warren-Dearborn, MI",381,72
Marvin Gaye,Mohammad,M,46,Rodriguez,235.62404,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Toranja,Hayden,F,26,Brock,120.21506,paid,"Detroit-Warren-Dearborn, MI",381,72
Shinedown,Mohammad,M,47,Rodriguez,191.05914,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
the bird and the bee,Hayden,F,27,Brock,165.642,paid,"Detroit-Warren-Dearborn, MI",381,72
Morella's Forest,Mohammad,M,48,Rodriguez,243.01669,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Foo Fighters,Hayden,F,28,Brock,117.002,paid,"Detroit-Warren-Dearborn, MI",381,72
Faith No More,Chloe,F,1,Cuevas,186.14812,paid,"San Francisco-Oakland-Hayward, CA",959,49
Bon Iver,Hayden,F,29,Brock,238.49751,paid,"Detroit-Warren-Dearborn, MI",381,72
Hellogoodbye,Mohammad,M,49,Rodriguez,193.93261,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Virus Syndicate,Chloe,F,2,Cuevas,219.01016,paid,"San Francisco-Oakland-Hayward, CA",959,49
Plastilina Mosh,Hayden,F,30,Brock,247.01342,paid,"Detroit-Warren-Dearborn, MI",381,72
Rise Against,Mohammad,M,50,Rodriguez,242.25914,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
The Used,Chloe,F,3,Cuevas,190.82404,paid,"San Francisco-Oakland-Hayward, CA",959,49
Sonora Carruseles,Hayden,F,31,Brock,223.65995,paid,"Detroit-Warren-Dearborn, MI",381,72
Band Of Horses,Mohammad,M,51,Rodriguez,187.0624,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
A Day To Remember,Chloe,F,4,Cuevas,243.22567,paid,"San Francisco-Oakland-Hayward, CA",959,49
Rammstein,Mohammad,M,52,Rodriguez,188.57751,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Angels and Airwaves,Hayden,F,32,Brock,302.05342,paid,"Detroit-Warren-Dearborn, MI",381,72
Circle Of Dead Children,Chloe,F,5,Cuevas,30.82404,paid,"San Francisco-Oakland-Hayward, CA",959,49
Submersed,Chloe,F,6,Cuevas,214.41261,paid,"San Francisco-Oakland-Hayward, CA",959,49
Of Montreal,Mohammad,M,53,Rodriguez,265.56036,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Modern English,Hayden,F,33,Brock,277.52444,paid,"Detroit-Warren-Dearborn, MI",381,72
Elliott Smith,Chloe,F,7,Cuevas,270.62812,paid,"San Francisco-Oakland-Hayward, CA",959,49
Cream,Mohammad,M,54,Rodriguez,298.23955,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Blindside,Chloe,F,8,Cuevas,192.20853,paid,"San Francisco-Oakland-Hayward, CA",959,49
Benga,Hayden,F,34,Brock,276.71465,paid,"Detroit-Warren-Dearborn, MI",381,72
Rammstein,Mohammad,M,55,Rodriguez,188.57751,paid,"Sacramento--Roseville--Arden-Arcade, CA",900,88
Timbaland / Mia,Hayden,F,35,Brock,234.52689,paid,"Detroit-Warren-Dearborn, MI",381,72
Les Savy Fav,Jacqueline,F,1,Lynch,181.9424,paid,"Atlanta-Sandy Springs-Roswell, GA",924,29
Kings Of Leon,Jacqueline,F,2,Lynch,201.79546,paid,"Atlanta-Sandy Springs-Roswell, GA",924,29
Hot Water Music,Jacqueline,F,3,Lynch,156.62975,paid,"Atlanta-Sandy Springs-Roswell, GA",924,29
Blue States,Jacqueline,F,4,Lynch,281.02485,paid,"Atlanta-Sandy Springs-Roswell, GA",924,29
The Black Keys,Jacqueline,F,5,Lynch,339.43465,paid,"Atlanta-Sandy Springs-Roswell, GA",924,29
Trafik,Jacqueline,F,6,Lynch,380.21179,paid,"Atlanta-Sandy Springs-Roswell, GA",924,29
Alice Cooper,Ryann,F,1,Smith,155.42812,free,"Palestine, TX",938,92
The Rolling Stones,Ryann,F,2,Smith,271.49016,free,"Palestine, TX",938,92
Enrique Iglesias,Ryann,F,3,Smith,264.202,free,"Palestine, TX",938,92
Deadmau5,Tegan,F,6,Levine,429.94893,paid,"Portland-South Portland, ME",933,80
Aphex Twin,Ryann,F,4,Smith,547.13424,free,"Palestine, TX",938,92
Metric,Tegan,F,7,Levine,286.24934,paid,"Portland-South Portland, ME",933,80
Warren Barfield,Tegan,F,8,Levine,222.98077,paid,"Portland-South Portland, ME",933,80
Jack Johnson,Ryann,F,5,Smith,283.92444,free,"Palestine, TX",938,92
Akon,Tegan,F,9,Levine,235.85914,paid,"Portland-South Portland, ME",933,80
Pixies,Ryann,F,6,Smith,210.99057,free,"Palestine, TX",938,92
Enya,Tegan,F,10,Levine,179.90485,paid,"Portland-South Portland, ME",933,80
Steely Dan,Tegan,F,11,Levine,273.89342,paid,"Portland-South Portland, ME",933,80
Salt-N-Pepa,Tegan,F,12,Levine,207.62077,paid,"Portland-South Portland, ME",933,80
Five Finger Death Punch,Tegan,F,13,Levine,174.13179,paid,"Portland-South Portland, ME",933,80
Die Mooskirchner,Tegan,F,14,Levine,169.29914,paid,"Portland-South Portland, ME",933,80
Lynyrd Skynyrd,Theodore,M,1,Smith,216.60689,free,"Houston-The Woodlands-Sugar Land, TX",953,52
Kostia,Theodore,M,2,Smith,281.10322,free,"Houston-The Woodlands-Sugar Land, TX",953,52
Professor Longhair,Ann,F,0,Banks,214.20363,free,"Salt Lake City, UT",124,99
Gary Hobbs,Jahiem,M,1,Miles,245.52444,free,"San Antonio-New Braunfels, TX",42,43
Lifehouse,Jahiem,M,2,Miles,203.59791,free,"San Antonio-New Braunfels, TX",42,43
